publication_year,reference,pubtype,ocean,ocean_region,hemisphere,lat,long,size_km2,notes.geo,year_start,year_end,timespan,years_data,sampling_frequency,note.time,taxa,group,species_name,common_name,depth_category,lifestage,trophic,range_edge,species_type,number_species,note.spp,detailobs,measurement_type,direction_change,decadal_change_kmperdecade,decadal unit,metric_source,note.bio,consistent_with_climatechange,VelocityofClimateChange_kmperdec,exploited,LifeHistoryDevelopment,Nonclimatic_factors_analysed
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,54.17,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Arnoglossus laterna,Scaldfish,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.4,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Callionymus lyra,Dragonet,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,1,69.93,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,53.3,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Echiichthys vipera,Lesser weaver,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,962.8967354,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.13,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Eutrigla gurnardus,Grey gurnard,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,1,39.96,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.81,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Gadus morhua,Atlantic cod,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,1,38.85,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.62,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Hippoglossoides platessoides,Long rough dab,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,60.51,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Lepidorhombus boscii,Fourspot megrim,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,1,23.31,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.99,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Lophius piscatorius,Anglerfish,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,1,78,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.52,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Lumpenus lampretaeformis,Snake blenny,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,1,118.77,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.91,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Melanogrammus aeglefinus,Haddock,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.57,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Merlangius merlangus,Whiting,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.05,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Rhinonemus cimbrius,Four-bearded rockling,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,1,61.05,km,Calculated from manuscript or supplementary material,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,53.29,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Trisopterus luscus,Bib,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,962.8967354,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.63,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Trisopterus minutus,Poor cod,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.14,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Anarhichas lupus,Atlantic wolffish,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.59,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Argentina spp.,Argentines,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,54.14,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Buglossidium luteum ,Solenette,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.83,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Gadiculus argenteus,Silvery pout,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.22,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Glyptocephalus cynoglossus,Witch,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.06,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Non-bony fish,Taxa,Leucoraja naevus,Cuckoo ray,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Benthic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.86,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Limanda limanda,Dab,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,Consistent,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,58.84,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Merluccius merluccius,Hake,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,60.13,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Micromesistius poutassou,Blue whiting,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,57.06,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Microstomus kitt,Lemon sole,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,59.26,2,1000000,NA,1977,2001,25,24,Continuous,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Molva molva,Ling,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,36,NA,mean latitude,Abund.,0,0,km,Not given,NA,No change,1000,Exploited,Meroplanktonic,No
